Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /thvendor/member/show/order/create (target),8,0,42,74.18121249065734,22.759899962693453,165.64249992370605,88.75,0.4278825075826259,0.0,49,110,140,140,170,170,170,170,170,170,170
,Aggregated,8,0,42,74.18121249065734,22.759899962693453,165.64249992370605,88.75,0.4278825075826259,0.0,49,110,140,140,170,170,170,170,170,170,170
