Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782107886,550,,Aggregated,377.500000,0.000000,43,52,59,64,84,110,140,180,350,490,490,13669,0,43,51.80974216130063,13.200499932281673,489.4831000128761,914.1272953398201
1782107887,560,,Aggregated,386.700000,0.000000,43,52,59,64,83,110,140,180,350,490,490,14098,0,43,51.71686837866083,13.200499932281673,489.4831000128761,917.097531564761
1782107888,570,,Aggregated,386.800000,0.000000,44,53,60,65,83,110,140,180,350,490,490,14527,0,44,52.05132177343299,13.200499932281673,489.4831000128761,915.5652233771598
1782107889,580,,Aggregated,399.200000,0.000000,44,54,61,66,85,110,140,180,360,490,490,14952,0,44,53.029135982037886,13.200499932281673,489.4831000128761,918.610353130016
1782107890,590,,Aggregated,403.100000,0.000000,45,54,61,67,86,110,140,190,360,490,490,15435,0,45,53.304948830673275,13.200499932281673,489.4831000128761,923.2836410754778
1782107891,600,,Aggregated,403.500000,0.000000,45,55,62,67,86,110,140,180,360,490,490,15917,0,45,53.51197356918708,13.200499932281673,489.4831000128761,923.4255827103098
1782107892,610,,Aggregated,412.500000,0.000000,45,54,62,67,86,110,140,180,360,490,490,16365,0,45,53.444624161272344,13.200499932281673,489.4831000128761,924.7405438435686
1782107893,620,,Aggregated,419.700000,0.000000,45,55,62,68,86,110,140,180,360,490,490,16860,0,45,53.62924861808419,13.200499932281673,489.4831000128761,930.5983392645314
1782107894,630,,Aggregated,423.700000,0.000000,46,55,62,67,85,110,140,180,350,490,490,17333,0,46,53.63300559630789,13.200499932281673,489.4831000128761,932.5088559395373
1782107895,640,,Aggregated,429.000000,0.000000,46,55,63,68,86,110,140,180,360,490,490,17785,0,46,54.04607893174212,13.200499932281673,489.4831000128761,936.8987348889514
1782107896,650,,Aggregated,443.100000,0.000000,46,56,63,69,87,110,140,180,350,490,490,18310,0,46,54.44081663580689,13.200499932281673,489.4831000128761,937.9529765155653
1782107898,660,,Aggregated,450.000000,0.000000,46,56,63,69,87,110,140,180,360,490,590,18814,0,46,54.45415049437672,13.200499932281673,588.5866999160498,936.2700116934197
1782107899,670,,Aggregated,455.700000,0.000000,47,57,64,70,90,110,140,190,350,490,590,19341,0,47,55.32411744483526,13.200499932281673,588.5866999160498,936.5229305620185
1782107900,680,,Aggregated,459.900000,0.000000,48,58,66,72,93,120,150,190,350,490,590,19895,0,48,56.47881309877843,13.200499932281673,588.5866999160498,941.2900226187485
1782107901,690,,Aggregated,468.800000,0.000000,48,59,67,72,93,120,150,190,350,490,590,20402,0,48,56.79645667087866,13.200499932281673,588.5866999160498,942.5155867071855
1782107902,700,,Aggregated,472.300000,0.000000,48,59,67,73,94,120,160,200,360,490,590,20893,0,48,57.3540683386142,13.200499932281673,588.5866999160498,944.6425597089934
1782107903,710,,Aggregated,476.700000,0.000000,48,59,67,73,94,120,160,190,370,490,590,21460,0,48,57.37916708283538,13.200499932281673,588.5866999160498,947.78238583411
1782107904,720,,Aggregated,476.500000,0.000000,49,60,68,73,95,120,160,200,370,490,590,21984,0,49,57.84114296751308,13.200499932281673,588.5866999160498,948.9764374090247
1782107905,730,,Aggregated,484.500000,0.000000,49,61,69,75,97,120,160,200,370,490,590,22547,0,49,58.5031211114621,13.200499932281673,588.5866999160498,949.81589568457
1782107906,740,,Aggregated,487.900000,0.000000,50,62,70,77,100,120,160,210,370,490,590,23117,0,50,59.76927993678736,13.200499932281673,588.5866999160498,950.9369295323787
1782107907,750,,Aggregated,495.300000,0.000000,51,63,72,79,100,130,170,210,370,490,590,23662,0,51,61.30894188994179,13.200499932281673,588.5866999160498,953.2837460907784
1782107908,760,,Aggregated,505.300000,0.000000,52,64,75,82,110,140,180,230,370,490,590,24217,0,52,63.13344432007033,13.200499932281673,588.5866999160498,955.8190114382459
1782107909,770,,Aggregated,500.900000,0.000000,52,65,76,83,110,140,180,230,370,590,1300,24810,0,52,63.7639758685791,13.200499932281673,1324.887300026603,956.2014107214833
1782107910,780,,Aggregated,506.700000,0.000000,53,67,78,86,120,140,180,230,370,590,1300,25369,0,53,65.14837707438778,13.200499932281673,1324.887300026603,960.1077299065789
1782107911,790,,Aggregated,513.600000,0.000000,54,68,80,89,120,150,180,240,380,590,1300,25913,0,54,66.28548967697685,13.200499932281673,1324.887300026603,960.0514413614789
1782107912,800,,Aggregated,514.900000,0.000000,55,70,83,94,120,150,200,260,450,600,1300,26490,0,55,68.6234952207655,13.200499932281673,1324.887300026603,961.1424688561722
1782107913,810,,Aggregated,520.200000,0.000000,55,71,86,98,130,160,210,270,480,600,1300,27058,0,55,71.00593163197655,13.200499932281673,1324.887300026603,962.3598196466849
1782107915,820,,Aggregated,523.900000,0.000000,56,73,89,100,140,180,240,290,490,600,1300,27615,0,56,73.90044010130066,13.200499932281673,1324.887300026603,964.9990946949122
1782107916,830,,Aggregated,524.600000,0.000000,57,75,94,110,150,190,250,290,490,600,1300,28215,0,57,76.77255995738221,13.200499932281673,1324.887300026603,966.3277334751019
1782107917,840,,Aggregated,518.500000,0.000000,58,78,99,110,160,200,260,300,510,600,1300,28867,0,58,79.63721594544023,13.200499932281673,1324.887300026603,967.1717532130114
1782107918,850,,Aggregated,521.500000,0.000000,59,80,100,120,170,210,270,300,510,600,1300,29453,0,59,82.04943600642063,13.200499932281673,1324.887300026603,967.6766034020303
1782107920,860,,Aggregated,529.800000,0.000000,60,81,100,120,180,230,280,340,1000,1200,1300,29803,0,60,86.27075694048645,13.200499932281673,1324.887300026603,967.1497164714962
1782107923,870,,Aggregated,520.400000,0.000000,60,82,110,120,180,230,290,370,2100,2200,2200,29895,0,60,91.7100286937027,13.200499932281673,2224.144499981776,966.8249874560963
1782107924,880,,Aggregated,387.500000,0.000000,60,82,110,130,180,230,310,600,4000,4100,4100,30010,0,60,106.16899294562167,13.200499932281673,4063.8949000276625,968.0566811062979
1782107926,890,,Aggregated,335.800000,0.000000,60,82,110,130,180,240,330,1100,5100,5100,5100,30097,0,60,119.69873604669523,13.200499932281673,5146.998399985023,969.6481044622387
1782107929,900,,Aggregated,144.500000,0.000000,61,84,110,130,190,250,950,4000,8300,8400,8500,30343,0,61,172.61196513188438,13.200499932281673,8499.444400076754,973.2316514517352
1782107931,910,,Aggregated,66.800000,0.000000,61,84,110,130,190,260,1700,5000,8400,9100,9100,30461,0,61,191.48547726915896,13.200499932281673,9108.149999985471,974.8839499688125
1782107932,920,,Aggregated,54.100000,0.000000,62,88,120,140,220,430,6900,8300,9100,13000,13000,31254,0,62,315.3180781274392,13.200499932281673,13170.02040008083,980.0037435208293
1782107933,930,,Aggregated,59.400000,0.000000,63,91,120,150,230,760,6900,8300,9100,13000,13000,31594,0,63,322.0280934638029,13.200499932281673,13170.02040008083,975.352915110464
1782107934,940,,Aggregated,129.800000,0.000000,64,95,130,160,260,790,6900,8400,9100,13000,13000,32241,0,64,333.4832871621224,13.200499932281673,13170.02040008083,975.7081356037344
1782107935,950,,Aggregated,145.700000,0.000000,65,99,130,160,350,780,6900,8400,9100,13000,13000,32892,0,65,341.34793408717616,13.200499932281673,13170.02040008083,974.6408245165998
1782107937,960,,Aggregated,239.700000,0.000000,67,100,140,180,450,780,6400,8400,9100,13000,13000,33530,0,67,346.9844218102843,13.200499932281673,13170.02040008083,973.2289889651058
1782107938,970,,Aggregated,280.000000,0.000000,68,110,150,190,510,770,5700,8300,9100,13000,13000,34167,0,68,352.58119933848815,13.200499932281673,13170.02040008083,971.4509907220418
1782107939,980,,Aggregated,330.000000,0.000000,69,110,160,200,570,770,5700,8300,9100,13000,13000,34704,0,69,357.14189833440525,13.200499932281673,13170.02040008083,970.7096588289535
1782107940,990,,Aggregated,372.800000,0.000000,71,120,170,220,600,780,5200,8300,9100,13000,13000,35372,0,71,362.6448907327338,13.200499932281673,13170.02040008083,970.0186305552414
1782107942,1000,,Aggregated,456.500000,0.000000,72,120,180,250,600,770,5100,8300,9100,13000,13000,36104,0,72,364.6770927043276,13.200499932281673,13170.02040008083,970.5384167959229
1782107943,1000,,Aggregated,511.000000,0.000000,74,130,200,290,590,770,5100,8300,9100,13000,13000,36795,0,74,365.57767104762456,13.200499932281673,13170.02040008083,970.5982062780269
1782107944,1000,,Aggregated,491.000000,0.000000,76,140,220,330,590,760,5100,8300,9100,13000,13000,37482,0,76,366.3657726321496,13.200499932281673,13170.02040008083,972.2231737900859
1782107945,1000,,Aggregated,528.400000,0.000000,78,140,230,340,580,760,5000,8300,9100,13000,13000,38146,0,78,365.8402150002413,13.200499932281673,13170.02040008083,973.6217952078855
1782107946,1000,,Aggregated,529.000000,0.000000,80,150,240,330,580,750,5000,8300,9100,13000,13000,38819,0,80,363.579619346234,13.200499932281673,13170.02040008083,973.0295216260079
1782107947,1000,,Aggregated,538.900000,0.000000,81,160,250,340,580,750,4800,8300,9100,13000,13000,39399,0,81,362.67809799487117,13.200499932281673,13170.02040008083,975.7354501383284
1782107948,1000,,Aggregated,550.200000,0.000000,84,160,250,330,570,740,4700,8300,9100,13000,13000,40100,0,84,360.1099192793119,13.200499932281673,13170.02040008083,976.7491770573566
1782107950,1000,,Aggregated,557.300000,0.000000,86,170,250,330,560,740,4600,8300,9100,13000,13000,40699,0,86,358.332534091807,13.200499932281673,13170.02040008083,976.358632890243
1782107951,1000,,Aggregated,567.300000,0.000000,89,170,250,320,560,730,4300,8300,9100,13000,13000,41476,0,89,355.37069912006484,13.200499932281673,13170.02040008083,979.1960169736715
1782107952,1000,,Aggregated,573.300000,0.000000,92,180,250,320,550,730,4200,8300,9100,13000,13000,42083,0,92,352.77049137909034,13.200499932281673,13170.02040008083,980.7297721170069
1782107953,1000,,Aggregated,576.900000,0.000000,95,180,250,320,540,730,4100,8300,9100,13000,13000,42702,0,95,351.2260644585107,13.200499932281673,13170.02040008083,981.5184066320079
1782107954,1000,,Aggregated,576.400000,0.000000,98,190,260,330,540,720,4000,8300,9100,13000,13000,43348,0,98,351.16752898189947,13.200499932281673,13170.02040008083,983.8079265479377
1782107955,1000,,Aggregated,578.100000,0.000000,100,190,270,340,530,720,4000,8100,9100,13000,13000,44077,0,100,350.9155440390441,13.200499932281673,13170.02040008083,985.457358713161
1782107956,1000,,Aggregated,582.400000,0.000000,100,190,270,340,530,720,4000,7400,9100,13000,13000,44668,0,100,349.06913739834187,13.200499932281673,13170.02040008083,986.8392585295961
1782107958,1000,,Aggregated,568.900000,0.000000,110,190,260,330,520,710,4000,7400,9100,13000,13000,45379,0,110,346.1495798477134,13.200499932281673,13170.02040008083,989.3778179334054
1782107959,1000,,Aggregated,583.400000,0.000000,110,190,260,330,520,710,3900,7300,9100,13000,13000,45998,0,110,343.50097101632537,13.200499932281673,13170.02040008083,991.3652332710118
1782107960,1000,,Aggregated,582.600000,0.000000,110,190,260,320,510,710,3900,7300,9100,13000,13000,46684,0,110,340.5275497388481,13.200499932281673,13170.02040008083,992.2704566875161
1782107961,1000,,Aggregated,576.300000,0.000000,110,190,260,320,510,710,3900,7300,9100,13000,13000,47384,0,110,338.0532668940754,13.200499932281673,13170.02040008083,993.5035243964207
1782107962,1000,,Aggregated,584.500000,0.000000,120,190,260,320,500,700,3800,7300,9100,13000,13000,48157,0,120,337.26510589544836,13.200499932281673,13170.02040008083,995.065743297963
1782107964,1000,,Aggregated,568.300000,0.000000,120,190,260,320,500,700,3700,7300,9100,13000,13000,48852,0,120,334.6272198560446,13.200499932281673,13170.02040008083,996.9110169491526
1782107965,1000,,Aggregated,580.500000,0.000000,120,190,260,310,500,700,3600,7300,9100,13000,13000,49444,0,120,332.6460080517206,13.200499932281673,13170.02040008083,999.2719440174743
1782107966,1000,,Aggregated,583.400000,0.000000,120,190,260,310,500,700,3600,7300,9100,13000,13000,50177,0,120,330.854900803358,13.200499932281673,13170.02040008083,1000.3612611355801
1782107967,1000,,Aggregated,588.800000,0.000000,130,190,250,310,490,700,3500,7300,9100,13000,13000,50805,0,130,328.6334527666753,13.200499932281673,13170.02040008083,1000.1832299970475
1782107968,1000,,Aggregated,586.800000,0.000000,130,190,250,300,490,700,3100,7300,9100,13000,13000,51442,0,130,326.79030111600815,13.200499932281673,13170.02040008083,1002.6368337156409
1782107969,1000,,Aggregated,587.800000,0.000000,130,190,260,310,490,690,2900,7300,9100,13000,13000,52018,0,130,326.25375511767413,13.200499932281673,13170.02040008083,1004.3967088315583
1782107970,1000,,Aggregated,577.400000,0.000000,130,200,260,300,480,690,2800,7300,9100,13000,13000,52712,0,130,324.7553970065823,13.200499932281673,13170.02040008083,1004.3517415389285
1782107971,1000,,Aggregated,574.000000,0.000000,130,190,250,300,480,690,2800,7300,9100,13000,13000,53432,0,130,322.51353021057196,13.200499932281673,13170.02040008083,1005.3345935020212
1782107973,1000,,Aggregated,573.500000,0.000000,130,190,250,300,480,680,2600,7200,9100,13000,13000,54081,0,130,320.4654870270773,13.200499932281673,13170.02040008083,1006.1186183687432
1782107974,1000,,Aggregated,591.000000,0.000000,130,190,250,290,480,680,2500,7200,9100,13000,13000,54704,0,130,319.1751555427591,13.200499932281673,13170.02040008083,1006.828751096812
1782107975,1000,,Aggregated,580.800000,0.000000,130,200,250,290,480,680,2500,7100,9100,13000,13000,55363,0,130,318.2814583929911,13.200499932281673,13170.02040008083,1006.9612015244838
1782107976,1000,,Aggregated,573.400000,0.000000,140,200,260,300,470,680,2300,7100,9100,13000,13000,55912,0,140,318.0830943091357,13.200499932281673,13170.02040008083,1007.7496601802833
1782107977,1000,,Aggregated,577.700000,0.000000,140,200,260,310,470,670,2200,7100,9100,13000,13000,56608,0,140,318.72429207911154,13.200499932281673,13170.02040008083,1008.7397717637083
1782107978,1000,,Aggregated,569.400000,0.000000,140,200,260,310,470,670,2100,7100,9100,13000,13000,57333,0,140,317.289907699155,13.200499932281673,13170.02040008083,1008.0544712469258
1782107980,1000,,Aggregated,568.300000,0.000000,140,200,260,300,470,670,2100,7100,9100,13000,13000,57983,0,140,315.443645951697,13.200499932281673,13170.02040008083,1008.498163254747
